Headline Word,Headline Frequency,Headline Percent
Hearing,64,0.032114005
Hearings,30,0.01505344
Hears,2,0.001003563
Heart,24,0.012042752
Heartbeat,2,0.001003563
Heartbeat,1,0.000501781
Heartbreaking,5,0.002508907
Heartbreaking,4,0.002007125
Heartburn,1,0.000501781
Heartfelt,1,0.000501781
Heartland,2,0.001003563
Heartless,1,0.000501781
Hearts,2,0.001003563
Heartwarming,2,0.001003563
Heart-Wrenching,1,0.000501781
Heat,21,0.010537408
Heat,1,0.000501781
Heated,2,0.001003563
Heath,2,0.001003563
Heather,3,0.001505344
Heats,6,0.003010688
Heaven,1,0.000501781
Heavens,1,0.000501781
Heavily,4,0.002007125
Heavy,4,0.002007125
Heavyweight,2,0.001003563
Heavyweights,3,0.001505344
Hebdo,10,0.005017813
Heck,3,0.001505344
Heckle,2,0.001003563
Heckled,5,0.002508907
Heckler,2,0.001003563
Hecklers,2,0.001003563
Heckles,1,0.000501781
Heckling,1,0.000501781
Hedge,12,0.006021376
Hedges,1,0.000501781
Heed,5,0.002508907
Heeding,1,0.000501781
Heel,1,0.000501781
Heels,1,0.000501781
Hefner,1,0.000501781
Heidi,3,0.001505344
Height,1,0.000501781
Heightens,3,0.001505344
Heights,1,0.000501781
HEIL,1,0.000501781
Heil,1,0.000501781
Heiress,1,0.000501781
Heiresses,1,0.000501781
Heirs,2,0.001003563
Held,25,0.012544533
Held,1,0.000501781
Helen,3,0.001505344
Helicopter,6,0.003010688
Helicopters,2,0.001003563
Hell,29,0.014551658
Hell,2,0.001003563
Hell-Bent,1,0.000501781
Heller,6,0.003010688
Hellish,1,0.000501781
Hello,3,0.001505344
Hellscape,1,0.000501781
Helm,5,0.002508907
Helmet,2,0.001003563
Helmets,3,0.001505344
Helms,1,0.000501781
Help,212,0.106377641
Helped,55,0.027597973
Helped,1,0.000501781
Helpful,2,0.001003563
Helping,35,0.017562346
Helplines,1,0.000501781
Helps,14,0.007024939
Hemingway,1,0.000501781
Hemisphere,1,0.000501781
Hemp,2,0.001003563
Henchman,1,0.000501781
Henry,6,0.003010688
Hensarling,2,0.001003563
Hepatitis,1,0.000501781
Herb,4,0.002007125
Herd,1,0.000501781
Here,3,0.001505344
Heritage,10,0.005017813
Herman,1,0.000501781
Hermetically,1,0.000501781
Hermine,1,0.000501781
Hernandez,3,0.001505344
Hernandez-Rojas,1,0.000501781
Hero,21,0.010537408
Hero,1,0.000501781
Heroes,17,0.008530283
Heroically,1,0.000501781
Heroin,47,0.023583722
Herointown,1,0.000501781
Herrera,1,0.000501781
Herring,1,0.000501781
Hersh,2,0.001003563
Hesitant,2,0.001003563
Hesitates,1,0.000501781
Hesitation,1,0.000501781
Hess,1,0.000501781
Hewitt,4,0.002007125
Hewlett-Packard,1,0.000501781
Hex,1,0.000501781
Hey,25,0.012544533
Heyburn,1,0.000501781
Heyer,2,0.001003563
HHS,10,0.005017813
Hibernating,1,0.000501781
Hibernia,1,0.000501781
Hic,1,0.000501781
Hice,2,0.001003563
Hickenlooper,3,0.001505344
Hicks,1,0.000501781
Hid,3,0.001505344
Hidalgo,1,0.000501781
Hidden,11,0.005519595
Hidden,1,0.000501781
Hide,27,0.013548096
Hideous,1,0.000501781
Hides,2,0.001003563
Hiding,9,0.004516032
Hierarchy,1,0.000501781
High,91,0.0456621
High,1,0.000501781
Higher,21,0.010537408
Higher-Ed,1,0.000501781
Highest,10,0.005017813
Highest-Taxed,1,0.000501781
High-Fived,1,0.000501781
High-Key,1,0.000501781
Highlight,6,0.003010688
Highlighting,1,0.000501781
Highlights,31,0.015555221
Highly,6,0.003010688
Highly,3,0.001505344
Highly-Anticipated,1,0.000501781
High-Performance,1,0.000501781
High-Powered,1,0.000501781
High-Profile,2,0.001003563
High-Quality,1,0.000501781
High-Ranking,1,0.000501781
High-Risk,2,0.001003563
High-Risk,1,0.000501781
Highs,1,0.000501781
High-Speed,1,0.000501781
High-Stakes,4,0.002007125
High-Tech,1,0.000501781
Highway,23,0.01154097
Highways,5,0.002508907
Hijab,3,0.001505344
Hijack,3,0.001505344
Hijacked,3,0.001505344
Hijacking,1,0.000501781
Hijacking,1,0.000501781
Hike,12,0.006021376
Hikes,7,0.003512469
Hilarious,2,0.001003563
Hilariously,6,0.003010688
Hilary,2,0.001003563
HILL,193,0.096843795
Hill,35,0.017562346
Hillary,1266,0.635255156
Hillary,2,0.001003563
Hillarycare,1,0.000501781
Hillary-Huma,1,0.000501781
Hillaryland,1,0.000501781
Hillary-World,1,0.000501781
Hills,1,0.000501781
Himes,2,0.001003563
Hinckley,1,0.000501781
Hinder,2,0.001003563
Hindrance,1,0.000501781
Hindus,1,0.000501781
Hine,1,0.000501781
Hinge,2,0.001003563
Hinges,3,0.001505344
Hint,3,0.001505344
Hinting,3,0.001505344
Hints,17,0.008530283
Hip,3,0.001505344
Hippie,1,0.000501781
Hippies,1,0.000501781
Hippocratic,1,0.000501781
Hire,10,0.005017813
Hired,7,0.003512469
Hires,8,0.004014251
Hiring,11,0.005519595
Hirono,2,0.001003563
Hiroshima,6,0.003010688
His,3,0.001505344
Hispanic,18,0.009032064
Hispanic,1,0.000501781
Hispanics,4,0.002007125
Hissing,2,0.001003563
Historian,3,0.001505344
Historic,42,0.021074816
Historic,3,0.001505344
Historical,7,0.003512469
Historically,2,0.001003563
Historically,1,0.000501781
Histories,1,0.000501781
History,141,0.070751167
History,1,0.000501781
Hit,51,0.025590848
Hit,1,0.000501781
Hitler,12,0.006021376
Hits,70,0.035124693
hits,1,0.000501781
Hitting,6,0.003010688
HIV,7,0.003512469
Hmm,2,0.001003563
Ho,3,0.001505344
Ho,1,0.000501781
Hoagie,1,0.000501781
Hoarding,1,0.000501781
Hoarfrost,1,0.000501781
Hoax,5,0.002508907
Hobbled,1,0.000501781
Hobby,14,0.007024939
Hobnobbing,1,0.000501781
Hockey,1,0.000501781
Hodgkinson,1,0.000501781
Hogan,7,0.003512469
Hogs,1,0.000501781
Hog-Tied,1,0.000501781
Ho-Ho-Horowitz,1,0.000501781
Hoist,1,0.000501781
Hold,57,0.028601535
Hold,2,0.001003563
Holder,30,0.01505344
Holders,4,0.002007125
Holding,28,0.014049877
Holdout,1,0.000501781
Holdouts,1,0.000501781
Holds,21,0.010537408
HoldTheFloor,1,0.000501781
Holdup,1,0.000501781
Hole,6,0.003010688
holes,1,0.000501781
Holes,1,0.000501781
Holiday,21,0.010537408
Holidays,8,0.004014251
Holland,1,0.000501781
Hollen,4,0.002007125
Hollow,4,0.002007125
Hollowing,1,0.000501781
Hollywood,15,0.00752672
Holocaust,26,0.013046314
Holt,1,0.000501781
Holy,4,0.002007125
Holyfield,1,0.000501781
Homan,1,0.000501781
Hombres,1,0.000501781
Home,73,0.036630037
Homebuilding,1,0.000501781
Home-Care,2,0.001003563
Homecoming,1,0.000501781
Homecomings,1,0.000501781
Homegrown,2,0.001003563
Home-Grown,1,0.000501781
Homeland,25,0.012544533
Homeless,20,0.010035626
Homelessness,6,0.003010688
Homemade,1,0.000501781
Homeowner,1,0.000501781
Homeowners,3,0.001505344
Homes,8,0.004014251
Home-school,1,0.000501781
Home-State,1,0.000501781
Hometown,5,0.002508907
Homey,1,0.000501781
Homicidal,2,0.001003563
Homicide,5,0.002508907
Homicides,1,0.000501781
Homogenous,1,0.000501781
Homophobe,2,0.001003563
Homophobic,3,0.001505344
Homophobic,1,0.000501781
Homosexualist,1,0.000501781
Homosexuality,2,0.001003563
Homosexuals,1,0.000501781
Hon,2,0.001003563
Honcho,1,0.000501781
Honda,3,0.001505344
Honduran,1,0.000501781
Honduras,4,0.002007125
Honest,9,0.004516032
honest,1,0.000501781
Honestly,2,0.001003563
Honesty,2,0.001003563
Honeymoon,4,0.002007125
Hong,4,0.002007125
Honk,1,0.000501781
Honolulu,1,0.000501781
Honor,35,0.017562346
Honorable,1,0.000501781
Honored,8,0.004014251
Honorees,1,0.000501781
Honoring,6,0.003010688
Honoring,2,0.001003563
Honors,16,0.008028501
Hood,1,0.000501781
Hoodie,1,0.000501781
Hoods,3,0.001505344
Hook,18,0.009032064
Hookers,1,0.000501781
Hooks,1,0.000501781
Hoop,1,0.000501781
Hoosier,2,0.001003563
Hoosiers,1,0.000501781
Hoover,1,0.000501781
Hop,1,0.000501781
Hope,63,0.031612223
Hoped,2,0.001003563
Hopeful,21,0.010537408
Hopefully,1,0.000501781
Hopefuls,17,0.008530283
Hopes,32,0.016057002
Hopi,1,0.000501781
Hoping,7,0.003512469
Hopping,1,0.000501781
Hops,1,0.000501781
Horatio,1,0.000501781
Horizon,3,0.001505344
Hormones,2,0.001003563
Horn,1,0.000501781
Horns,1,0.000501781
Horrible,9,0.004516032
Horrible,1,0.000501781
Horribly,1,0.000501781
Horrific,5,0.002508907
Horrified,3,0.001505344
Horrified,1,0.000501781
Horrifying,4,0.002007125
Horror,8,0.004014251
Horse,9,0.004516032
Horseback,1,0.000501781
Horserace,1,0.000501781
Horses,6,0.003010688
Horton-Style,1,0.000501781
Hose,1,0.000501781
Hospital,27,0.013548096
Hospitality,1,0.000501781
Hospitalized,3,0.001505344
Hospitals,7,0.003512469
Host,27,0.013548096
Hostage,11,0.005519595
Hostage,1,0.000501781
Hostages,5,0.002508907
Hostages,1,0.000501781
Hosted,5,0.002508907
Hostile,1,0.000501781
hostile,1,0.000501781
Hostility,3,0.001505344
Hosting,4,0.002007125
Hosts,10,0.005017813
Hot,18,0.009032064
Hotbed,1,0.000501781
Hotel,37,0.018565909
Hotels,5,0.002508907
Hotline,2,0.001003563
Hotline,1,0.000501781
Hotlines,1,0.000501781
Hotly,1,0.000501781
Hotspots,1,0.000501781
Hounding,1,0.000501781
Hour,12,0.006021376
Hours,27,0.013548096
hours,1,0.000501781
House,916,0.459631693
House,3,0.001505344
Housed,1,0.000501781
Household,1,0.000501781
Households,2,0.001003563
Housekeepers,1,0.000501781
Housing,26,0.013046314
Housing/Fair,1,0.000501781
Houston,19,0.009533845
How,3,0.001505344
how,1,0.000501781
Howard,14,0.007024939
Howard,1,0.000501781
How-Many-Years,1,0.000501781
Hows,1,0.000501781
Hoyer,1,0.000501781
HP,1,0.000501781
HPV,1,0.000501781
HQ,1,0.000501781
HSBC,1,0.000501781
Hub,1,0.000501781
Hubert,1,0.000501781
Hubris,2,0.001003563
Hubris,2,0.001003563
Huckabee,53,0.02659441
HUD,5,0.002508907
Huddle,1,0.000501781
Huddled,1,0.000501781
Huddles,2,0.001003563
Huelskamp,1,0.000501781
Huffington,9,0.004516032
HuffPollster,3,0.001505344
HuffPost,262,0.131466707
Huffpost,1,0.000501781
HuffPost/YouGov,1,0.000501781
HUFPPOLLSTER,1,0.000501781
Hug,1,0.000501781
Huge,53,0.02659441
Huge,2,0.001003563
huge,1,0.000501781
Hugh,5,0.002508907
Hughes,2,0.001003563
Hugs,4,0.002007125
Hulk,1,0.000501781
Hullabaloo,1,0.000501781
Huma,8,0.004014251
Human,50,0.025089066
Human,2,0.001003563
Humane,3,0.001505344
Humane,1,0.000501781
Humanist,1,0.000501781
Humanitarian,3,0.001505344
Humanity,4,0.002007125
Humanizes,1,0.000501781
Humans,8,0.004014251
Humayun,4,0.002007125
Humble,2,0.001003563
Humble,1,0.000501781
Humbling,1,0.000501781
Humiliate,1,0.000501781
Humiliated,1,0.000501781
Humiliating,2,0.001003563
Humiliating,1,0.000501781
Humiliation,3,0.001505344
Humiliations,1,0.000501781
Humility,1,0.000501781
Humor,2,0.001003563
Humorist,1,0.000501781
Humorous,1,0.000501781
Humphrey,2,0.001003563
Hunch,1,0.000501781
Hundred,3,0.001505344
Hundreds,40,0.020071253
Hundreds,1,0.000501781
Hungary,1,0.000501781
Hunger,17,0.008530283
Hunger-Striking,1,0.000501781
Hungry,5,0.002508907
Hungry,1,0.000501781
Hunk,2,0.001003563
hunker,1,0.000501781
Hunker,1,0.000501781
Hunt,15,0.00752672
Hunt,1,0.000501781
Hunter,3,0.001505344
Hunters,1,0.000501781
Hunting,4,0.002007125
Hunting,1,0.000501781
Huntington,1,0.000501781
Huntley,1,0.000501781
Hunts,2,0.001003563
Huntsman,3,0.001505344
Hurdle,6,0.003010688
Hurdles,1,0.000501781
Hurl,2,0.001003563
Hurls,1,0.000501781
Hurricane,58,0.029103317
Hurricane-Ravaged,1,0.000501781
Hurricanes,3,0.001505344
Hurry,3,0.001505344
Hurt,40,0.020071253
hurt,1,0.000501781
Hurtful,2,0.001003563
Hurtful,1,0.000501781
Hurting,16,0.008028501
hurting,1,0.000501781
Hurts,15,0.00752672
Hurts,1,0.000501781
Husband,13,0.006523157
Hush-Money,2,0.001003563
Hussein,2,0.001003563
Husted,1,0.000501781
Hustling,2,0.001003563
Hutchinson,1,0.000501781
Hutto,1,0.000501781
Hyde,2,0.001003563
Hydration,1,0.000501781
Hype,2,0.001003563
Hypes,1,0.000501781
Hyping,2,0.001003563
Hypnotism,1,0.000501781
Hypocrisy,30,0.01505344
Hypocrisy,2,0.001003563
Hypocrite,2,0.001003563
Hypocrite-In-Chief,1,0.000501781
Hypocrites,3,0.001505344
Hypocritical,3,0.001505344
Hypothetical,2,0.001003563
Hysteria,1,0.000501781
Icahn,3,0.001505344
ICBM,1,0.000501781
ICE,23,0.01154097
Ice,7,0.003512469
ice,1,0.000501781
Iceberg,2,0.001003563
Icebergs,1,0.000501781
Icebreakers,1,0.000501781
Iceland,1,0.000501781
Ich,1,0.000501781
Icon,4,0.002007125
Iconic,1,0.000501781
ICRC,1,0.000501781
ICU,2,0.001003563
ICYMI,1,0.000501781
ID,52,0.026092629
Id,1,0.000501781
Idaho,6,0.003010688
Idea,72,0.036128255
idea,1,0.000501781
Idealism,1,0.000501781
Ideals,1,0.000501781
Ideas,25,0.012544533
Ideas,1,0.000501781
Identified,2,0.001003563
Identifies,3,0.001505344
Identify,3,0.001505344
Identities,2,0.001003563
Identity,3,0.001505344
Ideological,3,0.001505344
Ideological-Operational,1,0.000501781
Ideology,7,0.003512469
Ides,1,0.000501781
Idiocracy,1,0.000501781
Idiocy,3,0.001505344
Idiot,5,0.002508907
Idiots,1,0.000501781
IDs,3,0.001505344
ies,1,0.000501781
If,7,0.003512469
Ifill,2,0.001003563
Iftar,1,0.000501781
Igniting,2,0.001003563
Ignorance,9,0.004516032
Ignorance,1,0.000501781
Ignorant,4,0.002007125
Ignorant,1,0.000501781
Ignore,14,0.007024939
IGNORE,1,0.000501781
Ignored,6,0.003010688
Ignores,15,0.00752672
Ignoring,15,0.00752672
II,10,0.005017813
III,5,0.002508907
Ilham,1,0.000501781
Ill,14,0.007024939
Ill-Advised,1,0.000501781
Illegal,23,0.01154097
Illegal,6,0.003010688
Illegally,12,0.006021376
Illegals,1,0.000501781
Illegitimacy,1,0.000501781
Illegitimate,1,0.000501781
Ill-Fated,1,0.000501781
Illinois,40,0.020071253
Illiterate,1,0.000501781
Illness,4,0.002007125
Illnesses,1,0.000501781
Illogical,1,0.000501781
Illogical,1,0.000501781
Illuminates,1,0.000501781
Illuminati,1,0.000501781
Illusion,1,0.000501781
Illusions,2,0.001003563
Illustrated,3,0.001505344
Illustrates,5,0.002508907
Image,12,0.006021376
Images,9,0.004516032
Imaginary,3,0.001505344
Imagination,4,0.002007125
Imagine,12,0.006021376
Imagined,1,0.000501781
Imagining,1,0.000501781
Imam,1,0.000501781
Imams,1,0.000501781
Imbued,1,0.000501781
IMF,1,0.000501781
Imitate,1,0.000501781
imitate,1,0.000501781
Imitating,1,0.000501781
Immature,2,0.001003563
Immediate,7,0.003512469
Immediately,6,0.003010688
Immediately,2,0.001003563
Immensely,1,0.000501781
Immersed,1,0.000501781
Immersive,1,0.000501781
Immigrant,75,0.037633599
Immigrants,92,0.046163882
Immigrate,1,0.000501781
Immigration,273,0.136986301
Immigration,1,0.000501781
Immigration…,1,0.000501781
Imminent,2,0.001003563
Immoral,4,0.002007125
Immoral,1,0.000501781
Immorality,2,0.001003563
Immortalizes,1,0.000501781
Immune,2,0.001003563
Immunities,1,0.000501781
Immunity,7,0.003512469
Impact,18,0.009032064
Impacting,2,0.001003563
Impacting,1,0.000501781
Impacts,4,0.002007125
Impaired,1,0.000501781
Impanels,1,0.000501781
Impartial,1,0.000501781
Impasse,4,0.002007125
Impassioned,2,0.001003563
Impeach,9,0.004516032
Impeach,2,0.001003563
IMPEACH,1,0.000501781
Impeachable,3,0.001505344
Impeached,3,0.001505344
Impeaching,5,0.002508907
Impeachment,30,0.01505344
Impede,1,0.000501781
Impedes,2,0.001003563
Impending,1,0.000501781
Imperative,1,0.000501781
Imperfect,2,0.001003563
Imperfect,1,0.000501781
Imperial,1,0.000501781
Imperial,1,0.000501781
Imperialism,1,0.000501781
Imperialists,1,0.000501781
Imperil,4,0.002007125
Imperiled,1,0.000501781
Imperils,1,0.000501781
Impersonation,3,0.001505344
Impersonations,1,0.000501781
Impersonator,1,0.000501781
Implant,1,0.000501781
Implement,3,0.001505344
Implementation,2,0.001003563
Implementing,2,0.001003563
Implicated,2,0.001003563
Implications,5,0.002508907
Implicit,1,0.000501781
Implicit,1,0.000501781
Implicitly,1,0.000501781
Implied,2,0.001003563
Implies,8,0.004014251
Implode,2,0.001003563
Implodes,5,0.002508907
Imploding,1,0.000501781
Imploding,1,0.000501781
Implores,3,0.001505344
Implosion,3,0.001505344
implosion,1,0.000501781
Imply,2,0.001003563
Implying,4,0.002007125
Import,4,0.002007125
Importance,7,0.003512469
Important,52,0.026092629
Important,1,0.000501781
Impose,7,0.003512469
Imposes,2,0.001003563
Imposing,2,0.001003563
Impossible,6,0.003010688
Impossible,1,0.000501781
Impostor,1,0.000501781
Impoverishes,1,0.000501781
Impressed,10,0.005017813
Impresses,1,0.000501781
Impression,4,0.002007125
Impressions,1,0.000501781
Impressive,1,0.000501781
Imprison,1,0.000501781
Imprisoned,4,0.002007125
Imprisonment,1,0.000501781
Improper,1,0.000501781
Improperly,1,0.000501781
Improve,19,0.009533845
improve,1,0.000501781
Improved,5,0.002508907
Improvement,1,0.000501781
Improvements,1,0.000501781
Improves,2,0.001003563
Improving,2,0.001003563
Impugn,1,0.000501781
Impulse,1,0.000501781
Impulsive,1,0.000501781
Impunities,1,0.000501781
Impunity,3,0.001505344
ImWithHer,1,0.000501781
In,19,0.009533845
Inaccuracy,1,0.000501781
Inaccurate,3,0.001505344
Inaccurate,1,0.000501781
Inaccurately,1,0.000501781
Inaction,4,0.002007125
Inactive,1,0.000501781
Inadequate,1,0.000501781
Inadvertently,1,0.000501781
Inalienable,1,0.000501781
Inappropriate,8,0.004014251
Inappropriate,3,0.001505344
Inappropriately,2,0.001003563
Inaugural,12,0.006021376
Inaugurated,1,0.000501781
Inaugurates,1,0.000501781
Inauguration,50,0.025089066
Inaugurations,1,0.000501781
Inbox,1,0.000501781
Inc,3,0.001505344
Inc.,1,0.000501781
Incarcerated,2,0.001003563
Incarceration,15,0.00752672
Incendiary,1,0.000501781
Incentives,2,0.001003563
Incessantly,2,0.001003563
Incest,2,0.001003563
Inch,1,0.000501781
Inches,5,0.002508907
Incident,12,0.006021376
Incidents,3,0.001505344
Incinerator,1,0.000501781
Incited,1,0.000501781
Incitement,1,0.000501781
Inciting,3,0.001505344
Incivility,1,0.000501781
Inclined,1,0.000501781
Include,14,0.007024939
Included,3,0.001505344
Includes,6,0.003010688
Including,1,0.000501781
Inclusion,3,0.001505344
Inclusive,7,0.003512469
Incognita,1,0.000501781
Incoherent,1,0.000501781
Income,22,0.011039189
Incoming,4,0.002007125
Incompetence,3,0.001505344
Incompetent,1,0.000501781
Incompetent,1,0.000501781
Incomplete,1,0.000501781
Inconceivable,1,0.000501781
Inconvenience,1,0.000501781
Inconvenienced,1,0.000501781
Incorrectly,2,0.001003563
Increase,24,0.012042752
Increase,1,0.000501781
Increased,2,0.001003563
Increases,8,0.004014251
Increasing,4,0.002007125
Increasingly,15,0.00752672
increasingly,1,0.000501781
Incredible,6,0.003010688
Incredibly,4,0.002007125
Incredibly,1,0.000501781
Incredulous,1,0.000501781
Incrementally,1,0.000501781
Incumbent,15,0.00752672
Incurious,1,0.000501781
Incursion,1,0.000501781
In-Custody,1,0.000501781
Indecipherable,1,0.000501781
Indeed,4,0.002007125
Indefensible,3,0.001505344
Indefensible,3,0.001505344
Indefinitely,4,0.002007125
Indelible,1,0.000501781
Independence,20,0.010035626
Independence,1,0.000501781
Independent,25,0.012544533
Independently,2,0.001003563
Independents,4,0.002007125
Index,1,0.000501781
India,7,0.003512469
Indian,12,0.006021376
Indiana,56,0.028099754
Indiana,1,0.000501781
Indian-American,2,0.001003563
Indian-Americans,1,0.000501781
Indianapolis,2,0.001003563
Indians,1,0.000501781
Indicate,1,0.000501781
Indicated,1,0.000501781
Indicates,2,0.001003563
Indication,2,0.001003563
Indications,1,0.000501781
Indict,1,0.000501781
Indicted,19,0.009533845
Indictment,12,0.006021376
Indictments,1,0.000501781
Indicts,2,0.001003563
Indifference,1,0.000501781
Indifferent,1,0.000501781
Indigenous,4,0.002007125
Indigent,1,0.000501781
Indignity,1,0.000501781
Indirect,1,0.000501781
Indirectly,1,0.000501781
Indiscretions,1,0.000501781
Indispensable,1,0.000501781
Individual,7,0.003512469
Individual-Candidate,1,0.000501781
Individuals,4,0.002007125
Indivisible,1,0.000501781
Indoctrination,1,0.000501781
Indonesia,1,0.000501781
Indoor,1,0.000501781
Industrial,1,0.000501781
Industrialist,1,0.000501781
Industries,2,0.001003563
Industry,37,0.018565909
Industry-Backed,2,0.001003563
Ineffective,1,0.000501781
Ineffectual,1,0.000501781
Inequality,34,0.017060565
Inequality,1,0.000501781
Inequitable,1,0.000501781
Inequity,2,0.001003563
Inert,1,0.000501781
Inevitability,1,0.000501781
Inevitable,7,0.003512469
Inevitable,1,0.000501781
Inevitible,1,0.000501781
Inexcusable,1,0.000501781
inexcusable,1,0.000501781
Inexplicable,1,0.000501781
Inexplicable,1,0.000501781
Infamous,3,0.001505344
Infamy,2,0.001003563
Infant,4,0.002007125
Infantilizing,1,0.000501781
Infantry,1,0.000501781
Infantrymen,1,0.000501781
Infantrywoman,1,0.000501781
Infecting,1,0.000501781
Infection,1,0.000501781
Infectious,2,0.001003563
Inferno,1,0.000501781
Infertility,1,0.000501781
Infested,1,0.000501781
Infidelities,2,0.001003563
Infidelity,1,0.000501781
Infighting,4,0.002007125
Infiltrate,2,0.001003563
Inflamed,1,0.000501781
Inflammatory,1,0.000501781
Inflammatory,1,0.000501781
Inflating,1,0.000501781
Inflection,1,0.000501781
Inflict,1,0.000501781
Influence,24,0.012042752
influence,1,0.000501781
Influenced,6,0.003010688
Influences,1,0.000501781
Influencing,1,0.000501781
Influential,6,0.003010688
Influx,2,0.001003563
Info,24,0.012042752
Inform,1,0.000501781
Informant,15,0.00752672
Informants,4,0.002007125
Information,32,0.016057002
Informational,1,0.000501781
Informed,1,0.000501781
Informs,2,0.001003563
InfoWars,1,0.000501781
Infrastructure,44,0.022078378
Infrastructure,2,0.001003563
Infringes,2,0.001003563
Infuriates,1,0.000501781
Infuriating,2,0.001003563
Infuriating,1,0.000501781
Ingenious,1,0.000501781
Ingraham,1,0.000501781
Inhabit,1,0.000501781
Inherit,1,0.000501781
Inheritance,1,0.000501781
Inherited,2,0.001003563
Inhibit,1,0.000501781
Inhofe,4,0.002007125
Inhumane,2,0.001003563
Inhumane,1,0.000501781
Initial,6,0.003010688
Initially,1,0.000501781
Initiates,1,0.000501781
Initiative,16,0.008028501
Initiatives,5,0.002508907
Injection,9,0.004516032
Injects,1,0.000501781
Injunction,2,0.001003563
Injured,12,0.006021376
Injures,1,0.000501781
Injuries,5,0.002508907
Injuring,2,0.001003563
Injury,7,0.003512469
Injustice,9,0.004516032
Injustice,1,0.000501781
Injustices,1,0.000501781
Inks,1,0.000501781
Inmate,15,0.00752672
Inmates,20,0.010035626
Inn,1,0.000501781
Inner,7,0.003512469
inner,1,0.000501781
Inner-City,1,0.000501781
Innocence,1,0.000501781
Innocent,13,0.006523157
INNOCENT,1,0.000501781
Innocent,1,0.000501781
Innocuous,1,0.000501781
Innovation,3,0.001505344
Innovestion,1,0.000501781
Innuendo,2,0.001003563
In-Person,1,0.000501781
Inquiries,2,0.001003563
Inquiry,6,0.003010688
Inquiry,1,0.000501781
inroads,1,0.000501781
Insane,5,0.002508907
Insane,3,0.001505344
Insanities,1,0.000501781
Insanity,2,0.001003563
Insect,1,0.000501781
Insecure,3,0.001505344
Insecurity,3,0.001505344
Inseminate,1,0.000501781
Insensitive,2,0.001003563
Inseparable,1,0.000501781
Inshallah,1,0.000501781
Inside,87,0.043654975
Insider,10,0.005017813
Insider,1,0.000501781
Insiders,8,0.004014251
Insider-Trading,1,0.000501781
Insidious,1,0.000501781
Insights,2,0.001003563
Insist,7,0.003512469
Insisted,2,0.001003563
Insisting,3,0.001505344
Insists,32,0.016057002
Inslee,1,0.000501781
Inspection,1,0.000501781
Inspections,1,0.000501781
Inspector,1,0.000501781
inspector,1,0.000501781
Inspire,6,0.003010688
Inspired,9,0.004516032
Inspires,8,0.004014251
Inspiring,5,0.002508907
Inspriring,1,0.000501781
Instability,1,0.000501781
Instagram,4,0.002007125
Installation,1,0.000501781
Instances,2,0.001003563
Instant,3,0.001505344
In-State,3,0.001505344
Instead,26,0.013046314
Instigator,1,0.000501781
Instincts,1,0.000501781
Institute,5,0.002508907
Instituting,1,0.000501781
Institution,2,0.001003563
Institutional,4,0.002007125
Institutionalized,1,0.000501781
Institutionalized,1,0.000501781
Institutions,6,0.003010688
Instructions,1,0.000501781
Insufferable,1,0.000501781
Insult,7,0.003512469
Insult,1,0.000501781
Insulted,6,0.003010688
Insulting,2,0.001003563
Insulting,2,0.001003563
Insults,9,0.004516032
Insurance,52,0.026092629
Insurance,2,0.001003563
Insure,1,0.000501781
Insurer,2,0.001003563
Insurers,11,0.005519595
Insurgencies,1,0.000501781
Insurgency,1,0.000501781
Insurgent,1,0.000501781
Insurgents,1,0.000501781
Insurrection,2,0.001003563
Insurrectionist,1,0.000501781
Intact,1,0.000501781
Integration,1,0.000501781
Integrity,8,0.004014251
Intel,25,0.012544533
Intellect,1,0.000501781
Intellects,1,0.000501781
Intellectually,1,0.000501781
Intellectuals,3,0.001505344
Intelligence,55,0.027597973
Intend,2,0.001003563
Intended,6,0.003010688
Intends,1,0.000501781
Intense,2,0.001003563
Intensifies,2,0.001003563
Intensify,1,0.000501781
Intensifying,1,0.000501781
Intensity,3,0.001505344
Intensive,1,0.000501781
Intent,3,0.001505344
Intention,2,0.001003563
Intentionally,1,0.000501781
Intentions,1,0.000501781
Intercepted,1,0.000501781
Intercepts,1,0.000501781
Interest,48,0.024085504
Interested,11,0.005519595
Interesting,1,0.000501781
Interests,10,0.005017813
Interfaith,1,0.000501781
Interfere,3,0.001505344
Interfered,2,0.001003563
Interference,16,0.008028501
Interfering,2,0.001003563
Interim,1,0.000501781
Interior,28,0.014049877
Intern,3,0.001505344
Internal,6,0.003010688
International,29,0.014551658
International,1,0.000501781
Internationalization,2,0.001003563
Internationally,2,0.001003563
Internet,27,0.013548096
Internment,6,0.003010688
Interns,3,0.001505344
Interpret,1,0.000501781
Interpretation,1,0.000501781
Interpreter,1,0.000501781
Interpreters,3,0.001505344
Interrogated,1,0.000501781
Interrogation,8,0.004014251
Interrupt,1,0.000501781
Interrupted,4,0.002007125
Interrupts,2,0.001003563
Intersection,2,0.001003563
Intersectionality,1,0.000501781
Intertwined,1,0.000501781
Intervened,1,0.000501781
Intervention,12,0.006021376
Interventionist,1,0.000501781
Interview,55,0.027597973
Interview,1,0.000501781
Interviewed,1,0.000501781
Interviews,6,0.003010688
Intimacy,1,0.000501781
Intimidate,1,0.000501781
Intimidated,2,0.001003563
Intimidates,1,0.000501781
Intimidating,1,0.000501781
Intimidation,5,0.002508907
Into,2,0.001003563
