Title,Genres,Release Date,Release Country,Movie Rating,Review Rating,Movie Run Time,Plot,Cast,Language,Filming Locations,Budget,Cast Member,Cast Member Frequency,Director,Title Word,Title Word Frequency,Description Word,Description Word Frequency,Genres Word,Genres Frequency,Headline Word,Headline Frequency,Headline Percent 
,,,,,,,,,,,,,,,,,,,,,Famil(ies),170,0.085305393
,,,,,,,,,,,,,,,,,,,,,Friday,170,0.085305393
,,,,,,,,,,,,,,,,,,,,,Voting,170,0.085305393
,,,,,,,,,,,,,,,,,,,,,Iowa,169,0.084803597
,,,,,,,,,,,,,,,,,,,,,Watch,169,0.084803597
,,,,,,,,,,,,,,,,,,,,,Immigrant(s),167,0.083800004
Slaughter Drive, Horror,12-Oct-17,USA,,,,"Directed by Ben Dietels. With Vincent Bombara, Chris Crighton, Ben Dietels, Danielle Dietels.","Vincent Bombara, Chris Crighton, Ben Dietels, Danielle Dietels, Seth Gontkovic, David Hammer, Ollis Patrick Hanley, Nikki Howell, Ryan Lintner, Eric Martinez, Nikki Nader, Blake O'Donnell, David Ogrodowski, Steve Rudzinski, Carrie Shoberg",English,,10000.0,Dawna Lee Heising,11.0,Ben Dietels,kipling,1.0,strange,130.0,,,Abortion(s),166,0.083298208
,,,,,,,,,,,,,,,,,,,,,Supporters,166,0.083298208
,,,,,,,,,,,,,,,,,,,,,Year,166,0.083298208
Something Wicked," Drama,  Horror,  Mystery,  Thriller",11-Apr-14,USA,R,4.8,,"Directed by Darin Scott. With Shantel VanSanten, Brittany Murphy, Julian Morris, James Patrick Stuart. As a young couple embarks upon their wedding plans, gruesome secrets from their past collide with sinister forces of the present to ensure these newlyweds do not live ""happily-ever-after.""","Shantel VanSanten, Brittany Murphy, Julian Morris, James Patrick Stuart, John Robinson, Katie O'Grady, Robert Blanche, Jerry L. Buxbaum, October Moore, Betty Moyer, Megan Lee Joy, Gilberto Martin del Campo, Taber Cross, Mona Leigh, Lance Rosen",English,"Eugene, Oregon, USA",3000000.0,Ansley Gordon,2.0,Darin Scott,ditches,1.0,unexplainable,6.0,,,Chris,164,0.082294615
,,,,,,,,,,,,,,,,,,,,,Muslim,164,0.082294615
,,,,,,,,,,,,,,,,,,,,,Next,164,0.082294615
,,,,,,,,,,,,,,,,,,,,,Reform,163,0.081792818
,,,,,,,,,,,,,,,,,,,,,Planned,162,0.081291022
,,,,,,,,,,,,,,,,,,,,,Roundup,162,0.081291022
,,,,,,,,,,,,,,,,,,,,,Violence,162,0.081291022
,,,,,,,,,,,,,,,,,,,,,Week,160,0.080287429
Sleeping Beauty," Adventure,  Fantasy,  Horror",16-Jul-14,South Korea,TV-14,2.7,89 min,"Directed by Casper Van Dien. With Finn Jones, Grace Van Dien, Catherine Oxenberg, Casper Van Dien. When a young Prince and his trusted aid learn of a beautiful Princess's cursed eternal slumber, they embark on a journey to rescue her. They must battle an evil queen and legions of undead monsters before she will be free.","Finn Jones, Grace Van Dien, Catherine Oxenberg, Casper Van Dien, Olivia d'Abo, David Elliot, Edward Lewis French, Maya Van Dien, Celeste Van Dien, Clive Sawyer, Christina Wolfe, Michael York, Dylan Vox, Georgia Hull, Gil Kolirin",English,Bulgaria,,Macon Blair,2.0,Casper Van Dien,kristy,1.0,episodes,6.0,,,Claims,159,0.079785633
,,,,,,,,,,,,,,,,,,,,,Good,159,0.079785633
,,,,,,,,,,,,,,,,,,,,,Million,159,0.079785633
,,,,,,,,,,,,,,,,,,,,,Politics,159,0.079785633
,,,,,,,,,,,,,,,,,,,,,Marijuana,158,0.079283836
,,,,,,,,,,,,,,,,,,,,,Washington,158,0.079283836
,,,,,,,,,,,,,,,,,,,,,ISIS,156,0.078280243
,,,,,,,,,,,,,,,,,,,,,Wins,156,0.078280243
Patrick, Horror,14-Mar-14,USA,NOT RATED,4.9,96 min,"Directed by Mark Hartley. With Charles Dance, Rachel Griffiths, Sharni Vinson, Peta Sergeant. At a private clinic, a young nurse soon discovers that one of the comatose patients is quite sinister.","Charles Dance, Rachel Griffiths, Sharni Vinson, Peta Sergeant, Damon Gameau, Martin Crewes, Eliza Taylor, Simone Buchanan, Shane Nagle, Chris Fortuna, Rod Mullinar, María Mercedes, Camilla Jackson, Brendan Bacon, Carole-Ann Aylett",English,"Docklands Studios, Melbourne, Victoria, Australia",,Cortland Woodard,2.0,Mark Hartley,ecstasy,1.0,important,6.0,,,Christie,155,0.077778447
,,,,,,,,,,,,,,,,,,,,,Gets,155,0.077778447
,,,,,,,,,,,,,,,,,,,,,Group,155,0.077778447
,,,,,,,,,,,,,,,,,,,,,Lawmakers,154,0.07727665
,,,,,,,,,,,,,,,,,,,,,Convention,153,0.076774854
,,,,,,,,,,,,,,,,,,,,,Pence,153,0.076774854
,,,,,,,,,,,,,,,,,,,,,Pick,152,0.076273058
,,,,,,,,,,,,,,,,,,,,,Department,151,0.075771261
,,,,,,,,,,,,,,,,,,,,,Parenthood,149,0.074767668
,,,,,,,,,,,,,,,,,,,,,Poll,149,0.074767668
,,,,,,,,,,,,,,,,,,,,,Talking,149,0.074767668
,,,,,,,,,,,,,,,,,,,,,Public,148,0.074265872
,,,,,,,,,,,,,,,,,,,,,McConnell,146,0.073262279
,,,,,,,,,,,,,,,,,,,,,Show,146,0.073262279
,,,,,,,,,,,,,,,,,,,,,Travel,146,0.073262279
,,,,,,,,,,,,,,,,,,,,,Nominee,143,0.07175689
,,,,,,,,,,,,,,,,,,,,,Sessions,142,0.071255093
,,,,,,,,,,,,,,,,,,,,,Us,142,0.071255093
,,,,,,,,,,,,,,,,,,,,,History,141,0.070753297
,,,,,,,,,,,,,,,,,,,,,Ferguson,140,0.0702515
,,,,,,,,,,,,,,,,,,,,,Rules,140,0.0702515
,,,,,,,,,,,,,,,,,,,,,Threat(s),140,0.0702515
,,,,,,,,,,,,,,,,,,,,,Go,139,0.069749704
,,,,,,,,,,,,,,,,,,,,,Let,139,0.069749704
,,,,,,,,,,,,,,,,,,,,,Senators,139,0.069749704
,,,,,,,,,,,,,,,,,,,,,Shows,139,0.069749704
Mr. Jones," Drama,  Horror,  Thriller",2-May-14,USA,PG-13,4.7,84 min,"Directed by Karl Mueller. With Jon Foster, Sarah Jones, Mark Steger, Faran Tahir. A young couple moves to the woods and soon finds their nightmares and reality colliding.","Jon Foster, Sarah Jones, Mark Steger, Faran Tahir, Stanley B. Herman, Ethan Sawyer, Jordan Byrne, David Clennon, Jessica Dowdeswell, Diane Neal, Rachel O'Meara",English,,,Art Parkinson,2.0,Karl Mueller,horizon,1.0,familiar,7.0,,,Carson,138,0.069247908
,,,,,,,,,,,,,,,,,,,,,Jeff,138,0.069247908
,,,,,,,,,,,,,,,,,,,,,Must,138,0.069247908
,,,,,,,,,,,,,,,,,,,,,Polls,138,0.069247908
,,,,,,,,,,,,,,,,,,,,,Problem,137,0.068746111
,,,,,,,,,,,,,,,,,,,,,Media,136,0.068244315
,,,,,,,,,,,,,,,,,,,,,Probe,136,0.068244315
Jokesters," Comedy,  Horror,  Thriller",21-Jul-15,USA,NOT RATED,3.6,80 min,"Directed by AJ Wedding. With Nathan Reid, Gabriel Tigerman, Luis Jose Lopez, Dante Spencer. Four friends prank a Cabin in the Woods nightmare on their friend's honeymoon so well that it actually becomes The Cabin in the Woods horror in real life.","Nathan Reid, Gabriel Tigerman, Luis Jose Lopez, Dante Spencer, Jen Yeager, Jodie Bentley, Jim Dowd, Angie Simms, Sandra Stone, Vanessa Elese Garcia, Caryn West, Michael Scheafer, Sammy Sage, Chamia Lane, Chris Fernandez",English,"Los Angeles, California, USA",,Charles Hubbell,2.0,AJ Wedding,vanishing,1.0,results,12.0,,,Ben,135,0.067742518
,,,,,,,,,,,,,,,,,,,,,Military,135,0.067742518
,,,,,,,,,,,,,,,,,,,,,Pay,135,0.067742518
,,,,,,,,,,,,,,,,,,,,,Push,134,0.067240722
,,,,,,,,,,,,,,,,,,,,,Real,132,0.066237129
,,,,,,,,,,,,,,,,,,,,,Water,132,0.066237129
,,,,,,,,,,,,,,,,,,,,,General,131,0.065735332
,,,,,,,,,,,,,,,,,,,,,Keep,130,0.065233536
,,,,,,,,,,,,,,,,,,,,,Order,130,0.065233536
Black Fables," Action,  Fantasy,  Horror",1-Jan-15,Brazil,,6.1,93 min,"Directed by Rodrigo Aragão, Petter Baiestorf, Joel Caetano. With Mayra Alarcón, Ricardo Araújo, Ana Carolina Braga, Marcelo Castanheira. A group of kids embarks in a macabre adventure, full of characters from the Brazilian popular imaginary - the werewolf, a witch, a ghost, monsters and The Saci. With the anthological meeting between four of the most important names in the Brazilian horror: Rodrigo Aragao, Petter Baiestorf, Joel Caetano and Jose Mojica Marins, the eternal Coffin Joe.","Mayra Alarcón, Ricardo Araújo, Ana Carolina Braga, Marcelo Castanheira, Walderrama Dos Santos, Markus Konká, Foca Magalhães, Cesar Coffin Souza",Portuguese|Portuguese,"Guarapari, Espírito Santo, Brazil",200000.0,Seregon O'Dassey,3.0,"Rodrigo Aragão, Petter Baiestorf, Joel Caetano",cryptic,1.0,disturbed,14.0,,,Bad,128,0.064229943
Blood Moon," Horror,  Thriller,  Western",1-Sep-15,USA,,4.6,90 min,"Directed by Jeremy Wooding. With George Blagden, Tom Cotcher, Barrington De La Roche, Raffaello Degruttola. A stagecoach of travelers, a gunslinger and two outlaws arrive in a deserted mining town lit by the glow of a reddish full moon. As their worlds collide, they are hunted by a beast that only appears on the night of a blood moon.","George Blagden, Tom Cotcher, Barrington De La Roche, Raffaello Degruttola, Shaun Dooley, Jack Fox, Dave Fulton, Corey Johnson, Tony Law, Eleanor Matsuura, Amber Jean Rowan, Kerry Shale, Anna Skellern, David Sterne, Joan Walker",English,,520000.0,Kristen Connolly,2.0,Jeremy Wooding,away,1.0,international,8.0,,,Budget,128,0.064229943
,,,,,,,,,,,,,,,,,,,,,Control,128,0.064229943
,,,,,,,,,,,,,,,,,,,,,Twitter,128,0.064229943
,,,,,,,,,,,,,,,,,,,,,Got,127,0.063728147
,,,,,,,,,,,,,,,,,,,,,Russian,127,0.063728147
,,,,,,,,,,,,,,,,,,,,,Last,126,0.06322635
,,,,,,,,,,,,,,,,,,,,,Much,126,0.06322635
,,,,,,,,,,,,,,,,,,,,,Protesters,126,0.06322635
Legend Hell," Action,  Horror,  Mystery",4-Feb-12,Germany,,2.5,85 min,"Directed by Olaf Ittenbach. With Karen Breece, Wayne Darrin, Martina Ittenbach, Daryl Jackson. An archaeologist discovers an ancient artifact and scroll which starts a series of events that kills her several times over in various time periods, past lives and locations. It seems that the artifact and scroll are linked to a gateway to hell. Various hellish creatures pour in throughout history, it looks like the gateway has been opened. The archaeologist teams up with warriors and guides from...","Karen Breece, Wayne Darrin, Martina Ittenbach, Daryl Jackson, James Matthews-Pyecka, Sebastian Gerold, Birte Hanusrichter, Thomas Schimon, Vlasto Peyitch, Thomas Reitmair, Klaus Münster, Marc Fehse, Carsten Fehse, Gunter Bender, Adam Jaskolka",English,,850.0,Dong-seok Ma,2.0,Olaf Ittenbach,reboot,1.0,harrison,9.0,,,Border(s),123,0.061720961
,,,,,,,,,,,,,,,,,,,,,Office,123,0.061720961
,,,,,,,,,,,,,,,,,,,,,Super,123,0.061720961
,,,,,,,,,,,,,,,,,,,,,Going,122,0.061219165
,,,,,,,,,,,,,,,,,,,,,Drug,121,0.060717368
,,,,,,,,,,,,,,,,,,,,,Face,121,0.060717368
,,,,,,,,,,,,,,,,,,,,,Fraud,121,0.060717368
,,,,,,,,,,,,,,,,,,,,,Tells,121,0.060717368
,,,,,,,,,,,,,,,,,,,,,Wrong,121,0.060717368
,,,,,,,,,,,,,,,,,,,,,DNC,120,0.060215572
,,,,,,,,,,,,,,,,,,,,,Getting,120,0.060215572
House Is Not Home," Horror,  Thriller",7-Sep-15,USA,,4.1,87 min,"Directed by Christopher Ray. With Gerald Webb, Bill Cobbs, Richard Grieco, Eddie Steeples. Ben (Webb) and Linda Williams move the family into a dream home in a last ditch effort to save their troubled marriage. Despite their good intentions, they cannot shake the feeling that they are being watched by something. Their unimaginable fears are realized when things inside the house take a supernatural and sinister turn. Ben and his family flee for their lives, but it is too late. The house...","Gerald Webb, Bill Cobbs, Richard Grieco, Eddie Steeples, Diahnna Nicole Baxter, Aurora Perrineau, Melvin Gregg, Tanya Giang, Wesley Waite, Addy Ray, Naomi Griffin, Howie Walfish",English,"Simi Valley, California, USA",,Helene Udy,6.0,Christopher Ray,man,22.0,jason,62.0,,,Actually,119,0.059713775
,,,,,,,,,,,,,,,,,,,,,Days,119,0.059713775
,,,,,,,,,,,,,,,,,,,,,Marriage,119,0.059713775
,,,,,,,,,,,,,,,,,,,,,Rally,118,0.059211979
,,,,,,,,,,,,,,,,,,,,,Takes,118,0.059211979
Ragini MMS, Horror,21-Mar-14,India,,3.9,119 min,"Directed by Bhushan Patel. With Sunny Leone, Saahil Prem, Parvin Dabas, Sandhya Mridul. A sleazy film director's decision to shoot his latest erotic horror movie in a notorious haunted house angers the vengeful spirit of its past inhabitant.","Sunny Leone, Saahil Prem, Parvin Dabas, Sandhya Mridul, Divya Dutta, Soniya Mehra, Anita Hassanandani Reddy, Karan Veer Mehra, Karan Taluja, Kainaz Motivala, Rani Vashisht, Sagar Talashikar, Geetanjali Kulkarni, Jasvir Saini, Zaynah Samir Vatsani",Hindi|Marathi,,,Julian Lowenthal,2.0,Bhushan Patel,kanchana,1.0,museum,6.0,,,City,117,0.058710182
,,,,,,,,,,,,,,,,,,,,,Foreign,117,0.058710182
,,,,,,,,,,,,,,,,,,,,,Legal,117,0.058710182
,,,,,,,,,,,,,,,,,,,,,Mayor,117,0.058710182
,,,,,,,,,,,,,,,,,,,,,Union,117,0.058710182
,,,,,,,,,,,,,,,,,,,,,Workers,117,0.058710182
,,,,,,,,,,,,,,,,,,,,,Flint,116,0.058208386
,,,,,,,,,,,,,,,,,,,,,James,115,0.05770659
,,,,,,,,,,,,,,,,,,,,,Points,115,0.05770659
,,,,,,,,,,,,,,,,,,,,,EPA,114,0.057204793
,,,,,,,,,,,,,,,,,,,,,Florida,114,0.057204793
,,,,,,,,,,,,,,,,,,,,,Give,114,0.057204793
,,,,,,,,,,,,,,,,,,,,,Makes,114,0.057204793
,,,,,,,,,,,,,,,,,,,,,McCain,114,0.057204793
,,,,,,,,,,,,,,,,,,,,,Work,114,0.057204793
Shark Exorcist, Horror,14-Aug-15,USA,,1.5,71 min,"Directed by Donald Farmer. With Angela Kerecz, Bobby Kerecz, James Balsamo, Alaine Huntington. A demonic nun unleashes holy hell when she summons the devil to possess a great white shark.","Angela Kerecz, Bobby Kerecz, James Balsamo, Alaine Huntington, Roni Jonah, Christy Moritz, Channing Dodson, Lexi Nimmo, Julia Contrenchis, Glynne Blackwell, Brad Blanchard, Bubba Bradley, Madison Carney, Jessica Drew Chastain, Donald Farmer",English,"Paris, Tennessee, USA",300000.0,Scott Thomas Reynolds,2.0,Donald Farmer,keeping,1.0,geoffrey,6.0,,,Civil,113,0.056702997
Happy Death Day," Horror,  Mystery,  Thriller",13-Oct-17,USA,PG-13,6.7,96 min,"Directed by Christopher Landon. With Jessica Rothe, Israel Broussard, Ruby Modine, Charles Aitken. A college student must relive the day of her murder over and over again, in a loop that will end only when she discovers her killer's identity.","Jessica Rothe, Israel Broussard, Ruby Modine, Charles Aitken, Laura Clifton, Jason Bayle, Rob Mello, Rachel Matthews, Ramsey Anderson, Brady Lewis, Phi Vu, Tenea Intriago, Blaine Kern III, Cariella Smith, Jimmy Gonzales",English,"New Orleans. Louisiana, USA",4800000.0,Dick Miller,2.0,Christopher Landon,amy,1.0,preacher,5.0,,,College(s),113,0.056702997
,,,,,,,,,,,,,,,,,,,,,Latest,113,0.056702997
,,,,,,,,,,,,,,,,,,,,,Thinks,113,0.056702997
,,,,,,,,,,,,,,,,,,,,,Director,111,0.055699404
,,,,,,,,,,,,,,,,,,,,,Gay,111,0.055699404
,,,,,,,,,,,,,,,,,,,,,Kids,111,0.055699404
,,,,,,,,,,,,,,,,,,,,,Leaders,111,0.055699404
,,,,,,,,,,,,,,,,,,,,,South,111,0.055699404
,,,,,,,,,,,,,,,,,,,,,Street,111,0.055699404
,,,,,,,,,,,,,,,,,,,,,Trade,111,0.055699404
,,,,,,,,,,,,,,,,,,,,,Trying,111,0.055699404
,,,,,,,,,,,,,,,,,,,,,Power,110,0.055197607
Exit to Hell," Action,  Horror,  Thriller",5-Nov-13,USA,R,3.4,81 min,"Directed by Robert Conway. With Kane Hodder, Tiffany Shepis, Dan Higgins, Jason Spisak. A local gang rob a mafia run strip club, shooting up the place and killing anyone in sight. They head south for the border, but when they enter the town of Redstone and begin terrorizing the locals, they find that crime is a dish best served cold!","Kane Hodder, Tiffany Shepis, Dan Higgins, Jason Spisak, Owen Conway, Dustin Leighton, Taryn Maxximillian Dafoe, Rena Riffel, Shane Stevens, Jose Rosete, Shane Dean, Esther Goodstein, Tommy Wojtas, Michael Harrelson, Noah Todd",English,"Phoenix, Arizona, USA",,Tiffany Browne-Tavarez,6.0,Robert Conway,gstring,1.0,long,64.0,,,Activist(s),109,0.054695811
,,,,,,,,,,,,,,,,,,,,,Team,109,0.054695811
,,,,,,,,,,,,,,,,,,,,,Two,109,0.054695811
,,,,,,,,,,,,,,,,,,,,,Nuclear,108,0.054194015
,,,,,,,,,,,,,,,,,,,,,Rick,108,0.054194015
,,,,,,,,,,,,,,,,,,,,,Yet,108,0.054194015
Dark Roads, Horror,14-Jan-17,USA,,6.7,,"Directed by Chase Smith. With Bill Moseley, Eddie George, Libby Blanton, Jessica Sonneborn. ""Dark Roads 79"" is a horror thriller set in 1979, about a southern rock band known as Dark Roads, who's time in the spotlight has come to an abrupt end. To find a new sound and regain their fame and fortune, they head to a secluded cabin. until they discover that the front man of the band sold his soul for the fame and fortune and now the time has come to collect!","Bill Moseley, Eddie George, Libby Blanton, Jessica Sonneborn, Jimmy Dempster, Chase Smith, Ted Parker, April Bogenschutz, David A. Flannery, Ramona Mallory, Austin Freeman, Lance Paul, Richard Krevolin, Chance Kelley, Jennifer Masty",English,,,Trent Haaga,6.0,Chase Smith,dela,1.0,head,62.0,,,Ad,107,0.053692218
Sodomaniac," Comedy,  Horror",2015,USA,,7.3,,"Directed by Anthony Catanese. With Craig Kelly, Allan Sconza, Steve Bump, Diana Caraccio. A group of degenerate serial date rapists have the tables turned on them when a masked killer begins to hunt them down one by one, and killing them in the most painful, degrading way possible.","Craig Kelly, Allan Sconza, Steve Bump, Diana Caraccio, Quentin Carpenter, Carla Da Divva, Peter Dudley, Holly Feehan, Dale Gordon, Jim Grazz, Lawrence R. Greenberg, Nick Guzman, Nicole Hamilton, Greg Kline, Janice Lang",English,"Trenton, New Jersey, USA",850.0,Kalaiyarasan,2.0,Anthony Catanese,faraday,1.0,kristina,12.0,,,Behind,107,0.053692218
,,,,,,,,,,,,,,,,,,,,,Country,107,0.053692218
,,,,,,,,,,,,,,,,,,,,,Made,107,0.053692218
,,,,,,,,,,,,,,,,,,,,,Woman,107,0.053692218
,,,,,,,,,,,,,,,,,,,,,Might,106,0.053190422
,,,,,,,,,,,,,,,,,,,,,Officials,106,0.053190422
,,,,,,,,,,,,,,,,,,,,,Open,106,0.053190422
Goosebumps," Adventure,  Comedy,  Family,  Fantasy,  Horror",16-Oct-15,USA,PG,6.3,103 min,"Directed by Rob Letterman. With Jack Black, Dylan Minnette, Odeya Rush, Ryan Lee. A teenager teams up with the daughter of young adult horror author R. L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware.","Jack Black, Dylan Minnette, Odeya Rush, Ryan Lee, Amy Ryan, Jillian Bell, Halston Sage, Steven Krueger, Keith Arthur Bolden, Amanda Lund, Timothy Simons, Ken Marino, Karan Soni, R.L. Stine, Caleb Emery",English,"Conyers, Georgia, USA",58000000.0,Frankie Ray,2.0,Rob Letterman,riding,1.0,fuller,5.0,,,Comments,105,0.052688625
,,,,,,,,,,,,,,,,,,,,,Secret,105,0.052688625
,,,,,,,,,,,,,,,,,,,,,See,105,0.052688625
,,,,,,,,,,,,,,,,,,,,,Sunday,105,0.052688625
,,,,,,,,,,,,,,,,,,,,,Walker,105,0.052688625
Grindsploitation Lost Reels, Horror,31-Oct-16,USA,,7.3,,"Directed by Nick Box, Mike Connors, Ramzi Abed. With Tymisha 'Tush' Harris, Wednesday Alice Edrie, Rusty Apper, Kimberly Bada. Horror exploitation anthology from twisted minds of filmmakers from across the globe.","Tymisha 'Tush' Harris, Wednesday Alice Edrie, Rusty Apper, Kimberly Bada, James Baglini, Mahfam Barikbin, Clint Beaver, Lilith Beest, Melissa Blaner, Marv Blauvelt, Scott Dezrah Blinn, Rachel Leah Blumenthal, John P. Brennan, Johanna Brüel, Sophia Cacciola",English,,,Lance E. Nichols,6.0,"Nick Box, Mike Connors, Ramzi Abed",goddess,1.0,upon,68.0,,,Act,104,0.052186829
,,,,,,,,,,,,,,,,,,,,,Congressional,104,0.052186829
,,,,,,,,,,,,,,,,,,,,,Democrat,104,0.052186829
,,,,,,,,,,,,,,,,,,,,,Running,104,0.052186829
,,,,,,,,,,,,,,,,,,,,,Slams,104,0.052186829
,,,,,,,,,,,,,,,,,,,,,Conservatives,103,0.051685032
,,,,,,,,,,,,,,,,,,,,,Iraq,103,0.051685032
,,,,,,,,,,,,,,,,,,,,,Mitch,103,0.051685032
When Was Alive," Drama,  Horror,  Musical,  Thriller",31-Jan-14,Brazil,,6.4,108 min,"Directed by Marco Dutra. With Antônio Fagundes, Marat Descartes, Sandy, Gilda Nomacce. After losing his marriage and job, Junior moves back to his father's house, where the attractive tenant Bruna is living. The finding of objects that belonged to his dead mother drives Junior into a descent towards madness.","Antônio Fagundes, Marat Descartes, Sandy, Gilda Nomacce, Helena Albergaria, Kiko Bertholini, Tuna Dwek, Rony Koren, Eduardo Gomes, Carlos Albergaria, Marc Libeskind, Lourenço Mutarelli, Lilian Blanc, Caetano Gotardo, Carla Kinzo",Portuguese,"São Paulo, Brazil",1500000.0,Scott Tepperman,3.0,Marco Dutra,circle,4.0,beings,15.0,,,Attorney,102,0.051183236
,,,,,,,,,,,,,,,,,,,,,Conservative,102,0.051183236
,,,,,,,,,,,,,,,,,,,,,Georgia,102,0.051183236
,,,,,,,,,,,,,,,,,,,,,Lead,102,0.051183236
,,,,,,,,,,,,,,,,,,,,,Press,102,0.051183236
,,,,,,,,,,,,,,,,,,,,,Social,102,0.051183236
,,,,,,,,,,,,,,,,,,,,,Talk,102,0.051183236
,,,,,,,,,,,,,,,,,,,,,Thing,102,0.051183236
Berlin Syndrome," Drama,  Horror,  Mystery,  Thriller",26-May-17,USA,R,6.3,116 min,"Directed by Cate Shortland. With Teresa Palmer, Max Riemelt, Matthias Habich, Emma Bading. A passionate holiday romance leads to an obsessive relationship, when an Australian photojournalist wakes one morning in a Berlin apartment and is unable to leave.","Teresa Palmer, Max Riemelt, Matthias Habich, Emma Bading, Elmira Bahrami, Christoph Franken, Lucie Aron, Nassim Avat, Malin Steffen, Thuso Lekwape, Morgane Ferru, Lara Marie Müller, Elias Esser, Claude Heinrich, Nadine Peschel",English|German|Russian,"Berlin, Germany",,Katherine Kamhi,2.0,Cate Shortland,thankskilling,1.0,countess,5.0,,,Committee,101,0.05068144
,,,,,,,,,,,,,,,,,,,,,Investigation,101,0.05068144
,,,,,,,,,,,,,,,,,,,,,Key,101,0.05068144
,,,,,,,,,,,,,,,,,,,,,Meeting,101,0.05068144
,,,,,,,,,,,,,,,,,,,,,Tuesday,101,0.05068144
